,Title,Average Score,Standard Deviation,Individual Scores,Author-defined Area
1680,Skill-Mix: a Flexible and Expandable Family of Evaluations for AI Models,6.0,1.4142135623730951,5;8;5,datasets and benchmarks
1681,LATEC — A benchmark for large-scale attribution & attention evaluation in computer vision,6.0,1.8973665961010275,3;6;8;5;8,datasets and benchmarks
1682,Copula Conformal prediction for multi-step time series prediction,6.0,1.224744871391589,5;8;6;5,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
1683,Probabilistic Adaptation of Black-Box Text-to-Video Models,6.0,2.1213203435596424,8;5;8;3,generative models
1684,GPT4RoI: Instruction Tuning Large Language Model on Region-of-Interest,6.0,2.1213203435596424,8;8;3;5,"representation learning for computer vision, audio, language, and other modalities"
1685,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,6.0,1.4142135623730951,5;8;5,"representation learning for computer vision, audio, language, and other modalities"
1686,Modulate Your Spectrum in Self-Supervised Learning,6.0,0.0,6;6;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
1687,Near-Optimal Quantum Algorithm for Minimizing the Maximal Loss,6.0,1.224744871391589,6;8;5;5,optimization
1688,PAGER: A Framework for Failure Analysis of Deep Regression Models,6.0,0.0,6;6;6,"societal considerations including fairness, safety, privacy"
1689,Label-Agnostic Forgetting: A Supervision-Free Unlearning in Deep Models,6.0,2.1213203435596424,5;3;8;8,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
1690,RepoBench: Benchmarking Repository-Level Code Auto-Completion Systems,6.0,1.4142135623730951,5;8;5,datasets and benchmarks
1691,GNeRP: Gaussian-guided Neural Reconstruction of Reflective Objects with Noisy Polarization Priors,6.0,0.0,6;6;6;6,"representation learning for computer vision, audio, language, and other modalities"
1692,Cameras as Rays: Sparse-view Pose Estimation via Ray Diffusion,6.0,1.224744871391589,5;5;8;6,"representation learning for computer vision, audio, language, and other modalities"
1693,BatchPrompt: Accomplish more with less,6.0,1.224744871391589,6;8;5;5,"general machine learning (i.e., none of the above)"
1694,Ground-A-Video: Zero-shot Grounded Video Editing using Text-to-image Diffusion Models,6.0,1.224744871391589,5;6;8;5,generative models
1695,Behind the Myth of Exploration in Policy Gradients,6.0,1.4142135623730951,5;5;8,reinforcement learning
1696,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,6.0,2.1213203435596424,5;3;8;8,"infrastructure, software libraries, hardware, etc."
1697,GNNBoundary: Towards Explaining Graph Neural Networks through the Lens of Decision Boundaries,6.0,1.224744871391589,6;5;8;5,"societal considerations including fairness, safety, privacy"
1698,TOSS: High-quality Text-guided Novel View Synthesis from a Single Image,6.0,0.0,6;6;6;6,generative models
1699,Diffusion Posterior Sampling for Linear Inverse Problem Solving: A Filtering Perspective,6.0,2.5495097567963922,10;5;6;3,generative models
1700,Fast Updating of Truncated SVD for Representation Learning in Sparse Matrix,6.0,1.224744871391589,8;5;6;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
1701,Horizon-free Reinforcement Learning in Adversarial Linear Mixture MDPs,6.0,0.0,6;6;6;6,reinforcement learning
1702,Alleviating Exposure Bias in Diffusion Models through Sampling with Shifted Time Steps,6.0,0.0,6;6;6;6,generative models
1703,SparseDFF: Sparse-View Feature Distillation for One-Shot Dexterous Manipulation,6.0,0.0,6;6;6;6,"applications to robotics, autonomy, planning"
1704,One Step of Gradient Descent is Provably the Optimal In-Context Learner with One Layer of Linear Self-Attention,6.0,1.224744871391589,5;8;5;6,learning theory
1705,RegQ: Convergent Q-Learning with Linear Function Approximation using Regularization,6.0,1.224744871391589,5;5;6;8,reinforcement learning
1706,AdjointDPM: Adjoint Sensitivity Method for Gradient Backpropagation of Diffusion Probabilistic Models,6.0,0.0,6;6;6,generative models
1707,OpenNerf: Open Set 3D Neural Scene Segmentation with Pixel-Wise Features and Rendered Novel Views,6.0,1.224744871391589,6;5;8;5,"applications to robotics, autonomy, planning"
1708,Toward Optimal Policy Population Growth in Two-Player Zero-Sum Games,6.0,0.0,6;6;6,reinforcement learning
1709,Tuning-Free Accountable Intervention for LLM Deployment - A Metacognitive Approach,6.0,1.224744871391589,5;8;6;5,"societal considerations including fairness, safety, privacy"
1710,Leveraging Low-Rank and Sparse Recurrent Connectivity for Robust Closed-Loop Control,6.0,1.224744871391589,8;5;6;5,"representation learning for computer vision, audio, language, and other modalities"
1711,Graph Transformers on EHRs: Better Representation Improves Downstream Performance,6.0,1.224744871391589,5;8;5;6,"applications to physical sciences (physics, chemistry, biology, etc.)"
1712,Un-Mixing Test-Time Normalization Statistics: Combatting Label Temporal Correlation,6.0,0.0,6;6;6;6,"transfer learning, meta learning, and lifelong learning"
1713,Overcoming the Pitfalls of Vision-Language Model Finetuning for OOD Generalization,6.0,1.224744871391589,5;8;6;5,"representation learning for computer vision, audio, language, and other modalities"
1714,Prompt Tuning with Diffusion for Few-Shot Pre-trained Policy Generalization,6.0,1.224744871391589,5;8;5;6,"transfer learning, meta learning, and lifelong learning"
1715,SegGen: Supercharging Segmentation Models with Text2Mask and Mask2Img Synthesis,6.0,1.224744871391589,6;8;5;5,"representation learning for computer vision, audio, language, and other modalities"
1716,BackBench: Are Vision Language Models Resilient to Object-to-Background Context?,6.0,1.224744871391589,5;8;6;5,"representation learning for computer vision, audio, language, and other modalities"
1717,RAIN: Your Language Models Can Align Themselves without Finetuning,6.0,1.0954451150103321,5;6;6;8;5,"societal considerations including fairness, safety, privacy"
1718,Sheared LLaMA: Accelerating Language Model Pre-training via Structured Pruning,6.0,1.224744871391589,6;5;8;5,"representation learning for computer vision, audio, language, and other modalities"
1719,Post-Nonlinear Causal Relationship with Finite Samples: A Maximal Correlation Perspective,6.0,0.0,6;6;6,causal reasoning
1720,Harnessing Discrete Representations for Continual Reinforcement Learning,6.0,1.224744871391589,5;5;8;6,reinforcement learning
1721,Robust Adversarial Reinforcement Learning via Bounded Rationality Curricula,6.0,0.0,6;6;6;6,reinforcement learning
1722,Scalable Modular Network: A Framework for Adaptive Learning via Agreement Routing,6.0,0.0,6;6;6;6,"representation learning for computer vision, audio, language, and other modalities"
1723,Calibrated Chaos: Variance Between Runs of Neural Network Training is Harmless and Inevitable,6.0,1.224744871391589,6;5;8;5,"representation learning for computer vision, audio, language, and other modalities"
1724,NExT-GPT: Any-to-Any Multimodal LLM,6.0,1.224744871391589,8;5;5;6,generative models
1725,Rigid Protein-Protein Docking via Equivariant Elliptic-Paraboloid Interface Prediction,6.0,2.1213203435596424,5;8;8;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
1726,Neural Networks Trained by Weight Permutation are Universal Approximators,6.0,1.224744871391589,5;6;5;8,learning theory
1727,LipVoicer: Generating Speech from Silent Videos Guided by Lip Reading,6.0,1.224744871391589,8;5;6;5,generative models
1728,SafeDreamer: Safe Reinforcement Learning with World Models,6.0,1.224744871391589,5;8;5;6,reinforcement learning
1729,Learning Robust Generalizable Radiance Field with Visibility and Feature Augmented Point Representation,6.0,0.0,6;6;6;6,"representation learning for computer vision, audio, language, and other modalities"
1730,Interpretable Diffusion via Information Decomposition,6.0,0.0,6;6;6;6;6;6,visualization or interpretation of learned representations
1731,Variational quantization for state space models,6.0,0.0,6;6;6,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
1732,Towards Dynamic Trend Filtering through Trend Points Detection with Reinforcement Learning,6.0,1.224744871391589,5;5;8;6,"general machine learning (i.e., none of the above)"
1733,On the Disconnect Between Theory and Practice of Overparametrized Neural Networks,6.0,1.224744871391589,5;5;8;6,"general machine learning (i.e., none of the above)"
1734,Shifting Attention to Relevance: Towards the Uncertainty Estimation of Large Language Models,6.0,0.0,6;6;6,"societal considerations including fairness, safety, privacy"
1735,BLSP: Bootstrapping Language-Speech Pre-training via Behavior Alignment of Continuation Writing,6.0,1.224744871391589,6;5;8;5,"representation learning for computer vision, audio, language, and other modalities"
1736,On convex decision regions in deep network representations,6.0,1.224744871391589,8;6;5;5,visualization or interpretation of learned representations
1737,Incremental Randomized Smoothing Certification,6.0,0.0,6;6;6;6,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
1738,On the Hardness of Constrained Cooperative Multi-Agent Reinforcement Learning,5.833333333333333,0.372677996249965,5;6;6;6;6;6,reinforcement learning
1739,KernelWarehouse: Rethinking the Design of Dynamic Convolution,5.833333333333333,1.0671873729054748,6;5;5;8;6;5,"representation learning for computer vision, audio, language, and other modalities"
1740,Improving Generalization and Safety of Deep Neural Networks with Masked Anchoring,5.833333333333333,1.462494064565354,6;8;6;3;6;6,"societal considerations including fairness, safety, privacy"
1741,The Role of Representation Transfer in Multitask Imitation Learning,5.833333333333333,1.0671873729054746,8;6;6;5;5;5,"transfer learning, meta learning, and lifelong learning"
1742,Latent 3D Graph Diffusion,5.833333333333333,1.0671873729054748,6;5;5;5;6;8,generative models
1743,LLCP: Learning Latent Causal Processes for Reasoning-based Video Question Answer,5.8,1.9390719429665317,8;3;5;5;8,"representation learning for computer vision, audio, language, and other modalities"
1744,Sample-Efficient Multi-Agent RL: An Optimization Perspective,5.8,0.39999999999999997,6;6;5;6;6,learning theory
1745,LongLLMLingua: Accelerating and Enhancing LLMs in Long Context Scenarios via Prompt Compression,5.8,0.39999999999999997,6;6;6;5;6,"general machine learning (i.e., none of the above)"
1746,Elucidating the design space of classifier-guided diffusion generation,5.8,1.16619037896906,5;5;5;6;8,generative models
1747,Circumventing Concept Erasure Methods For Text-To-Image Generative Models,5.8,1.6,8;6;6;3;6,generative models
1748,Off-the-Grid MARL: Datasets with Baselines for Offline Multi-Agent Reinforcement Learning,5.8,0.39999999999999997,6;5;6;6;6,datasets and benchmarks
1749,On the Recoverability of Causal Relations from Temporally Aggregated I.I.D Data,5.8,0.39999999999999997,6;6;6;6;5,causal reasoning
1750,Explore Outworld Knowledge in Large Language Models: A Case Study in Pokemon Game,5.8,0.39999999999999997,6;6;6;6;5,"representation learning for computer vision, audio, language, and other modalities"
1751,P2Seg: Pointly-supervised Segmentation via Mutual Distillation,5.8,1.6,3;6;6;8;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
1752,Light Schrödinger Bridge,5.8,1.9390719429665317,8;5;3;8;5,generative models
1753,"When, Why and How Much? Adaptive Learning Rate Scheduling by Refinement",5.8,1.16619037896906,5;6;5;5;8,optimization
1754,Learning from Aggregate responses: Instance Level versus Bag Level Loss Functions,5.8,0.39999999999999997,6;6;5;6;6,learning theory
1755,Multi-modal Gaussian Process Variational Autoencoders for Neural and Behavioral Data,5.8,1.9390719429665317,8;3;8;5;5,applications to neuroscience & cognitive science
1756,Hiding in Plain Sight: Disguising Data Stealing Attacks in Federated Learning,5.8,1.6,3;8;6;6;6,"societal considerations including fairness, safety, privacy"
1757,"Model-Free, Regret-Optimal Best Policy Identification in Online CMDPs",5.8,0.39999999999999997,6;6;6;6;5,reinforcement learning
1758,Last-Iterate Convergence Properties of Regret-Matching Algorithms in Games,5.8,1.9390719429665317,8;8;5;3;5,optimization
1759,DecompOpt: Controllable and Decomposed Diffusion Models for Structure-based Molecular Optimization,5.8,1.6,6;3;6;8;6,"applications to physical sciences (physics, chemistry, biology, etc.)"
1760,The Phase Transition Phenomenon of Shuffled Regression,5.8,1.16619037896906,8;5;5;5;6,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
1761,Understanding Heterophily for Graph Neural Networks,5.8,1.6,6;6;3;6;8,learning on graphs and other geometries & topologies
1762,Functional Wasserstein Bridge Inference for Bayesian Deep Learning,5.8,1.6,3;6;6;6;8,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
1763,Octavius: Mitigating Task Interference in MLLMs via MoE,5.8,1.9390719429665315,5;5;3;8;8,"representation learning for computer vision, audio, language, and other modalities"
1764,Droplets of Good Representations: Grokking as a First Order Phase Transition in Two Layer Networks,5.8,1.6,6;6;8;6;3,"general machine learning (i.e., none of the above)"
